,fecha,prov_residencia_persona_en_situacion_violencia,genero_persona_en_situacion_de_violencia,edad_persona_en_situacion_de_violencia,pais_nacimiento_persona_en_situacion_de_violencia,tipo_de_violencia_fisica,tipo_de_violencia_psicologica,tipo_de_violencia_sexual,tipo_de_violencia_economica_y_patrimonial,tipo_de_violencia_simbolica,tipo_de_violencia_domestica,modalidad_de_violencia_institucional,modalidad_de_violencia_laboral,modalidad_violencia_contra_libertad_reproductiva,modalidad_de_violencia_obstetrica,modalidad_de_violencia_mediatica,modalidad_de_violencia_otras,vinculo_con_la_persona_agresora,genero_de_la_persona_agresora
0,2020-01-01,Tucumán,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
1,2020-01-01,Buenos Aires,Mujer,39.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
2,2020-01-01,Buenos Aires,Mujer,22.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
3,2020-01-01,Buenos Aires,Mujer,53.0,,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
4,2020-01-01,Buenos Aires,Mujer,38.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
5,2020-01-01,Buenos Aires,Mujer,23.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
6,2020-01-01,Santiago Del Estero,Mujer,25.0,Paraguaya,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
7,2020-01-01,Santa Fe,Mujer,24.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
8,2020-01-01,Santa Fe,Mujer,,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
9,2020-01-01,San Juan,Mujer,21.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
10,2020-01-01,Catamarca,Mujer,22.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
11,2020-01-01,Buenos Aires,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,
12,2020-01-01,Neuquén,Mujer,39.0,,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,
13,2020-01-01,Mendoza,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
14,2020-01-01,Córdoba,Mujer,42.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
15,2020-01-01,Tucumán,Mujer,34.0,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
16,2020-01-01,Río Negro,Mujer,62.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Otro familiar,Varon
17,2020-01-01,Tucumán,Mujer,22.0,,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
18,2020-01-01,Buenos Aires,Mujer,40.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
19,2020-01-01,Mendoza,Mujer,,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
20,2020-01-01,Ciudad Autónoma de Buenos Aires,Mujer,29.0,Boliviana,Si,No,No,No,No,Si,No,No,No,No,No,No,Pareja,
21,2020-01-01,Buenos Aires,Mujer,42.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
22,2020-01-01,Salta,Mujer,23.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
23,2020-01-01,Buenos Aires,Mujer,25.0,Paraguaya,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
24,2020-01-01,Santa Fe,Mujer,39.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
25,2020-01-01,Tucumán,Mujer,22.0,Argentina,Si,Si,Si,No,No,No,No,No,No,No,No,No,Otro,
26,2020-01-01,Entre Ríos,Mujer,23.0,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
27,2020-01-01,Buenos Aires,Mujer,22.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
28,2020-01-01,Ciudad Autónoma de Buenos Aires,Mujer,25.0,Venezolana,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
29,2020-01-01,Buenos Aires,Mujer,34.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
30,2020-01-01,Córdoba,Mujer,20.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
31,2020-01-01,Buenos Aires,Mujer,31.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
32,2020-01-01,Ciudad Autónoma de Buenos Aires,Mujer,35.0,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
33,2020-01-01,Buenos Aires,Mujer,42.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
34,2020-01-01,Buenos Aires,Mujer,,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
35,2020-01-01,Buenos Aires,Mujer,40.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Padre o tutor,Varon
36,2020-01-01,Buenos Aires,Mujer,23.0,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
37,2020-01-01,Ciudad Autónoma de Buenos Aires,Mujer,20.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,
38,2020-01-01,Entre Ríos,Mujer,68.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
39,2020-01-01,Santa Fe,Mujer,24.0,Argentina,No,Si,Si,No,No,No,No,No,No,No,No,No,Otro,Varon
40,2020-01-01,Buenos Aires,Mujer,16.0,Argentina,No,Si,Si,No,No,Si,No,No,No,No,No,No,Pareja,
41,2020-01-01,Buenos Aires,Mujer,41.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
42,2020-01-01,Tucumán,Mujer,38.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
43,2020-01-01,Ciudad Autónoma de Buenos Aires,Mujer,23.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,
44,2020-01-01,Buenos Aires,Mujer,22.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
45,2020-01-01,Salta,Mujer,22.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
46,2020-01-01,Santa Fe,Mujer,42.0,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Pareja,
47,2020-01-01,Ciudad Autónoma de Buenos Aires,Mujer,34.0,Argentina,Si,Si,Si,No,No,No,No,Si,No,No,No,No,Superior jerarquico,Varon
48,2020-01-01,Buenos Aires,Mujer,31.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
49,2020-01-01,Ciudad Autónoma de Buenos Aires,Mujer,42.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
50,2020-01-01,Buenos Aires,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
51,2020-01-01,Buenos Aires,Mujer,,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
52,2020-01-01,Buenos Aires,Mujer,,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
53,2020-01-01,Buenos Aires,Mujer,,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
54,2020-01-01,Buenos Aires,Mujer,,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
55,2020-01-01,Buenos Aires,Mujer,,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
56,2020-01-01,Buenos Aires,Mujer,38.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
57,2020-01-01,Buenos Aires,Mujer,,,Si,Si,No,No,Si,No,No,No,No,No,No,No,Pareja,Varon
58,2020-01-01,Buenos Aires,Mujer,48.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
59,2020-01-01,Buenos Aires,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
60,2020-01-01,Buenos Aires,Mujer,19.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
61,2020-01-01,Buenos Aires,Mujer,67.0,Paraguaya,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
62,2020-01-01,Buenos Aires,Mujer,18.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Otro
63,2020-01-01,Buenos Aires,Mujer,,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
64,2020-01-01,Buenos Aires,Mujer,39.0,,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
65,2020-01-01,Buenos Aires,Mujer,,,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
66,2020-01-01,Buenos Aires,Mujer,43.0,Paraguaya,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
67,2020-01-01,Buenos Aires,Mujer,22.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
68,2020-01-01,Buenos Aires,Mujer,34.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
69,2020-01-01,Buenos Aires,Mujer,,Paraguaya,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
70,2020-01-01,Buenos Aires,Mujer,33.0,,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
71,2020-01-01,Buenos Aires,Mujer,23.0,Argentina,Si,Si,No,Si,Si,Si,Si,No,No,No,No,No,Pareja,Varon
72,2020-01-01,Buenos Aires,Mujer,20.0,,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
73,2020-01-01,Buenos Aires,Mujer,,Dominicana,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
74,2020-01-01,Buenos Aires,Mujer,23.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
75,2020-01-01,Buenos Aires,Mujer,24.0,Argentina,Si,Si,Si,No,Si,No,No,No,No,No,No,No,Otro,Varon
76,2020-01-01,Buenos Aires,Mujer,26.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
77,2020-01-01,Buenos Aires,Mujer,75.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
78,2020-01-01,Buenos Aires,Mujer,43.0,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
79,2020-01-01,Buenos Aires,Mujer,51.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
80,2020-01-01,Buenos Aires,Mujer,,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
81,2020-01-01,Buenos Aires,Mujer,61.0,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
82,2020-01-01,Buenos Aires,Mujer,,Argentina,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
83,2020-01-01,Buenos Aires,Mujer,48.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
84,2020-01-01,Buenos Aires,Mujer,,Argentina,No,Si,No,No,No,No,No,No,No,No,No,No,Pareja,Varon
85,2020-01-01,Buenos Aires,Mujer,27.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86,2020-01-01,Buenos Aires,Mujer,,,Si,No,No,No,No,No,No,No,No,No,No,No,Pareja,Varon
87,2020-01-01,Buenos Aires,Mujer,29.0,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
88,2020-01-01,Buenos Aires,Mujer,42.0,,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
89,2020-01-01,Buenos Aires,Mujer,39.0,,No,Si,No,Si,No,No,No,No,No,No,No,No,Ex pareja,Varon
90,2020-01-02,Salta,Mujer,17.0,,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Padre o tutor,Varon
91,2020-01-02,Buenos Aires,Mujer,33.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,
92,2020-01-02,Tucumán,Mujer,28.0,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
93,2020-01-02,Mendoza,Mujer,23.0,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
94,2020-01-02,Buenos Aires,Mujer,40.0,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
95,2020-01-02,Salta,Mujer,24.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
96,2020-01-02,Buenos Aires,Mujer,45.0,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
97,2020-01-02,Tucumán,Mujer,30.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
98,2020-01-02,Jujuy,Mujer,37.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,
99,2020-01-02,Buenos Aires,Mujer,25.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
100,2020-01-02,Ciudad Autónoma de Buenos Aires,Mujer,55.0,,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
101,2020-01-02,Chaco,Mujer,28.0,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Pareja,Varon
102,2020-01-02,Ciudad Autónoma de Buenos Aires,Mujer,32.0,,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
103,2020-01-02,Buenos Aires,Mujer,38.0,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
104,2020-01-02,Ciudad Autónoma de Buenos Aires,Mujer,29.0,Peruana,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
105,2020-01-02,Chaco,Mujer,41.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
106,2020-01-02,Ciudad Autónoma de Buenos Aires,Mujer,,,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
107,2020-01-02,Santa Fe,Mujer,39.0,,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
108,2020-01-02,Buenos Aires,Mujer,18.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Otro,Varon
109,2020-01-02,Ciudad Autónoma de Buenos Aires,Mujer,,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
110,2020-01-02,Entre Ríos,Mujer,48.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
111,2020-01-02,Mendoza,Mujer,53.0,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
112,2020-01-02,Mendoza,Mujer,56.0,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
113,2020-01-02,Ciudad Autónoma de Buenos Aires,Mujer,37.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Padre o tutor,
114,2020-01-02,Buenos Aires,Mujer,28.0,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
115,2020-01-02,Buenos Aires,Mujer,32.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
116,2020-01-02,Ciudad Autónoma de Buenos Aires,Mujer,67.0,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,
117,2020-01-02,Córdoba,Mujer,38.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
118,2020-01-02,Buenos Aires,Mujer,32.0,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
119,2020-01-02,Santiago Del Estero,Mujer,24.0,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
120,2020-01-02,Ciudad Autónoma de Buenos Aires,Mujer,29.0,Argentina,No,No,Si,No,No,No,No,No,No,No,No,No,Otro,Varon
121,2020-01-02,Santa Fe,Mujer,20.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
122,2020-01-02,Salta,Mujer,26.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
123,2020-01-02,Jujuy,Mujer,37.0,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
124,2020-01-02,Ciudad Autónoma de Buenos Aires,Mujer,73.0,,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
125,2020-01-02,Buenos Aires,Mujer,41.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
126,2020-01-02,Tucumán,Mujer,30.0,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
127,2020-01-02,Santa Fe,Mujer,23.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
128,2020-01-02,Santa Fe,Mujer,24.0,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
129,2020-01-02,Santa Fe,Mujer,33.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
130,2020-01-02,Buenos Aires,Mujer,21.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
131,2020-01-02,Ciudad Autónoma de Buenos Aires,Mujer,48.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
132,2020-01-02,Mendoza,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
133,2020-01-02,Buenos Aires,Mujer,34.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
134,2020-01-02,Mendoza,Mujer,25.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
135,2020-01-02,San Juan,Mujer,40.0,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
136,2020-01-02,Tucumán,Mujer,36.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
137,2020-01-02,Santiago Del Estero,Mujer,35.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
138,2020-01-02,Ciudad Autónoma de Buenos Aires,Mujer,34.0,Venezolana,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
139,2020-01-02,Buenos Aires,Mujer,35.0,Paraguaya,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
140,2020-01-02,Mendoza,Mujer,23.0,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
141,2020-01-02,Buenos Aires,Mujer,21.0,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
142,2020-01-02,Buenos Aires,Mujer,,,No,No,No,No,No,No,No,No,No,No,No,No,Ex pareja,Varon
143,2020-01-02,Buenos Aires,Mujer,,,No,No,No,No,No,No,No,No,No,No,No,No,Pareja,Varon
144,2020-01-02,Buenos Aires,Mujer,45.0,Argentina,Si,Si,No,No,No,No,No,No,No,No,No,No,Ex pareja,Varon
145,2020-01-02,Buenos Aires,Mujer,20.0,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
146,2020-01-02,Buenos Aires,Mujer,29.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
147,2020-01-02,Buenos Aires,Mujer,32.0,,No,Si,No,No,No,No,No,No,No,No,No,No,Ex pareja,Varon
148,2020-01-02,Buenos Aires,Mujer,41.0,Argentina,No,Si,No,No,No,No,No,No,No,No,No,No,Ex pareja,Varon
149,2020-01-02,Buenos Aires,Mujer,59.0,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
150,2020-01-02,Buenos Aires,Mujer,37.0,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
151,2020-01-02,Buenos Aires,Mujer,32.0,Argentina,No,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
152,2020-01-02,Buenos Aires,Mujer,42.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
153,2020-01-02,Buenos Aires,Mujer,32.0,Argentina,Si,Si,No,No,Si,No,No,No,No,No,No,No,Pareja,Varon
154,2020-01-02,Buenos Aires,Mujer,46.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
155,2020-01-02,Buenos Aires,Mujer,19.0,Argentina,Si,Si,No,No,No,No,No,No,No,No,No,No,Ex pareja,Varon
156,2020-01-02,Buenos Aires,Mujer,50.0,Boliviana,Si,Si,No,No,Si,No,No,No,No,No,No,No,Pareja,Varon
157,2020-01-02,Buenos Aires,Mujer,31.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
158,2020-01-02,Buenos Aires,Mujer,42.0,Argentina,No,Si,No,No,Si,No,No,No,No,No,No,No,Ex pareja,Varon
159,2020-01-02,Buenos Aires,Mujer,61.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
160,2020-01-02,Buenos Aires,Mujer,39.0,Argentina,Si,Si,No,No,No,No,No,No,No,No,No,No,Ex pareja,Varon
161,2020-01-02,Buenos Aires,Mujer,27.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
162,2020-01-02,Buenos Aires,Mujer,,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
163,2020-01-02,Buenos Aires,Mujer,41.0,,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
164,2020-01-02,Buenos Aires,Mujer,37.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
165,2020-01-02,Buenos Aires,Mujer,31.0,,No,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
166,2020-01-02,Buenos Aires,Mujer,46.0,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
167,2020-01-02,Buenos Aires,Mujer,38.0,Argentina,No,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
168,2020-01-02,Buenos Aires,Mujer,39.0,,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
169,2020-01-02,Buenos Aires,Mujer,53.0,Argentina,Si,No,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
170,2020-01-02,Buenos Aires,Mujer,36.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
171,2020-01-02,Buenos Aires,Mujer,66.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
172,2020-01-02,Buenos Aires,Mujer,80.0,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
173,2020-01-02,Buenos Aires,Mujer,65.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
174,2020-01-02,Buenos Aires,Mujer,62.0,,No,Si,Si,No,Si,No,No,No,No,No,No,No,Ex pareja,Varon
175,2020-01-02,Buenos Aires,Mujer,70.0,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
176,2020-01-02,Buenos Aires,Mujer,83.0,,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
177,2020-01-02,Buenos Aires,Mujer,28.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
178,2020-01-02,Buenos Aires,Mujer,44.0,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
179,2020-01-03,Córdoba,Mujer,24.0,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
180,2020-01-03,Córdoba,Mujer,35.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
181,2020-01-03,Buenos Aires,Mujer,59.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
182,2020-01-03,Ciudad Autónoma de Buenos Aires,Mujer,37.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
183,2020-01-03,Ciudad Autónoma de Buenos Aires,Mujer,37.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
184,2020-01-03,Ciudad Autónoma de Buenos Aires,Mujer,30.0,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
185,2020-01-03,Buenos Aires,Mujer,29.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
186,2020-01-03,Mendoza,Mujer,30.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
187,2020-01-03,Mendoza,Mujer,49.0,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
188,2020-01-03,Mendoza,Mujer,42.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
189,2020-01-03,Buenos Aires,Mujer,42.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
190,2020-01-03,Tucumán,Mujer,25.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
191,2020-01-03,Ciudad Autónoma de Buenos Aires,Mujer,28.0,Colombiana,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
192,2020-01-03,Buenos Aires,Mujer,37.0,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
193,2020-01-03,Ciudad Autónoma de Buenos Aires,Mujer,41.0,Peruana,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
194,2020-01-03,Salta,Mujer,23.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
195,2020-01-03,Buenos Aires,Mujer,36.0,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
196,2020-01-03,Córdoba,Mujer,30.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
197,2020-01-03,Buenos Aires,Mujer,41.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
198,2020-01-03,Salta,Mujer,57.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
199,2020-01-03,Ciudad Autónoma de Buenos Aires,Mujer,26.0,,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
200,2020-01-03,Buenos Aires,Mujer,26.0,Peruana,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
201,2020-01-03,Ciudad Autónoma de Buenos Aires,Mujer,29.0,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
